15,13.7,31,0,-18,0,-12,
16,13.7,31,0,-18,0,-11,
17,13.7,31,0,-18,0,-10,
18,13.7,31,0,-18,0,-9,
19,13.7,31,0,-18,0,-8,
20,13.7,31,0,-18,0,-7,
21,13.7,31,0,-18,0,-6,
22,13.7,31,0,-18,0,-5,
23,13.7,31,0,-18,0,-4,
24,13.7,31,0,-18,0,-3,
25,13.7,31,0,-18,0,-2,
26,13.7,31,0,-18,0,-1,
27,13.7,31,0,-18,0,0,
28,13.7,31,0,-12,0,-5,
29,13.7,31,0,-12,0,-4,
30,13.7,31,0,-12,0,-3,
31,13.7,31,0,-12,0,-2,
32,13.7,31,0,-12,0,-1,
33,13.7,31,0,-12,0,0,
34,13.7,31,0,-6,0,-5,
35,13.7,31,0,-6,0,-4,
36,13.7,31,0,-6,0,-3,
37,13.7,31,0,-6,0,-2,
38,13.7,31,0,-6,0,-1,
39,13.7,31,0,-6,0,0,
40,13.7,31,0,-6,1,0,
41,13.7,31,0,-6,2,0,
42,13.7,31,0,-6,3,0,
43,13.7,31,0,-6,4,0,
44,13.7,31,0,-6,5,0,
45,13.7,31,0,-6,6,0,
46,13.7,31,0,-6,7,0,
47,13.7,31,0,-6,8,0,
48,13.7,31,0,-6,9,0,
49,13.7,31,0,-6,10,0,
50,13.7,31,0,-6,11,0,
51,13.7,31,0,-6,12,0,
52,13.7,31,0,-6,13,0,
53,13.7,31,0,-6,14,0,
54,13.7,31,0,-6,15,0,
55,13.7,31,0,-6,16,0,
56,13.7,31,0,-6,17,0,
57,13.7,31,0,-6,18,0,
58,13.7,31,0,-6,19,0,
59,13.7,31,0,-6,20,0,
60,13.7,31,0,-6,21,0,
61,13.7,31,0,-6,22,0,
62,13.7,31,0,-6,23,0,
63,13.7,31,0,-6,24,0,
64,13.7,31,0,-6,25,0,
65,13.7,31,0,-6,26,0,
66,13.7,31,0,-6,27,0,
67,13.7,31,0,-6,28,0,
68,13.7,31,0,-6,29,0,
69,13.7,31,0,-6,30,0,
70,13.7,31,0,-6,31,0,
71,13.7,31,0,-6,32,0,
72,13.7,31,0,-6,33,0,
73,13.7,31,0,-6,34,0,
74,13.7,31,0,-6,35,0,
75,13.7,31,0,-6,36,0,
76,13.7,31,0,-6,37,0,
77,13.7,31,0,-6,38,0,
78,13.7,31,0,-6,39,0,
79,13.7,31,0,-6,40,0,
80,13.7,31,0,-6,41,0,
81,13.7,31,0,-6,42,0,
82,13.7,31,0,-6,43,0,
83,13.7,31,0,-6,44,0,
84,13.7,31,0,-6,45,0,
85,13.7,31,0,-6,46,0,
86,13.7,31,0,-6,47,0,
87,13.7,31,0,-6,48,0,
88,13.7,31,0,-6,49,0,
89,13.7,31,0,-6,50,0,
90,13.7,31,0,-6,51,0,
91,13.7,31,0,-6,52,0,
92,13.7,31,0,0,47,0,
93,13.7,31,0,0,48,0,
94,13.7,31,0,0,49,0,
95,13.7,31,0,0,50,0,
96,13.7,31,0,0,51,0,
97,13.7,31,0,0,52,0,
98,13.7,31,0,0,52,1,
99,13.7,31,0,0,52,2,
100,13.7,31,0,0,52,3,
101,13.7,31,0,0,52,4,
102,13.7,31,0,0,52,5,
103,13.7,31,0,0,52,6,
104,13.7,31,0,0,52,7,
105,13.7,31,0,0,52,8,
106,13.7,31,0,0,52,9,
107,13.7,31,0,0,52,10,
108,13.7,31,0,0,52,11,
109,13.7,31,0,0,52,12,
